input,label,formula_latex,context_text,problem_opt,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt,problem_raw
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 5\,\frac{5}{12} [SEP] The problem is 3 10/12 x 19/13. The student response is 5 5/12. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for multiplication. [SEP]",conv-c,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 5\,\frac{5}{12}","The problem is 3 10/12 x 19/13. The student response is 5 5/12. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for multiplication.",MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"5\,\frac{5}{12}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 5\,\frac{5}{12}",ADD INT 5 FRAC 5 12,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ ADD INT 5 FRAC 5 12,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 1\,\frac{2}{25} [SEP] The problem is 3 10/12 x 19/13. The student response is 1 2/25. Conversion behavior present but not matching common patterns; representation changed before carrying out multiplication. [SEP]",conv-d,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 1\,\frac{2}{25}",The problem is 3 10/12 x 19/13. The student response is 1 2/25. Conversion behavior present but not matching common patterns; representation changed before carrying out multiplication.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"1\,\frac{2}{25}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 1\,\frac{2}{25}",ADD INT 1 FRAC 2 25,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ ADD INT 1 FRAC 2 25,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, -5\,\frac{47}{78} [SEP] The problem is 3 10/12 x 19/13. The student response is -5 47/78. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, -5\,\frac{47}{78}",The problem is 3 10/12 x 19/13. The student response is -5 47/78. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"-5\,\frac{47}{78}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, -5\,\frac{47}{78}",SUB INT 0 ADD INT 5 FRAC 47 78,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ SUB INT 0 ADD INT 5 FRAC 47 78,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{78}{437} [SEP] The problem is 3 10/12 x 19/13. The student response is 78/437. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{78}{437}",The problem is 3 10/12 x 19/13. The student response is 78/437. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,\frac{78}{437},"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{78}{437}",FRAC 78 437,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ FRAC 78 437,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 34\,\frac{24}{25} [SEP] The problem is 3 10/12 x 19/13. The student response is 34 24/25. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for multiplication. [SEP]",po-c,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 34\,\frac{24}{25}",The problem is 3 10/12 x 19/13. The student response is 34 24/25. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for multiplication.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"34\,\frac{24}{25}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 34\,\frac{24}{25}",ADD INT 34 FRAC 24 25,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ ADD INT 34 FRAC 24 25,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, -\frac{65}{1} [SEP] The problem is 3 10/12 x 19/13. The student response is -65/1. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, -\frac{65}{1}",The problem is 3 10/12 x 19/13. The student response is -65/1. Other property-of-operation handling that does not follow the standard algorithm.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,-\frac{65}{1},"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, -\frac{65}{1}",FRAC -65 1,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ FRAC -65 1,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 1\,\frac{21}{25} [SEP] The problem is 3 10/12 x 19/13. The student response is 1 21/25. Denominator issue: operated across denominators or failed to establish a proper common denominator before multiplication. [SEP]",pf-a,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 1\,\frac{21}{25}",The problem is 3 10/12 x 19/13. The student response is 1 21/25. Denominator issue: operated across denominators or failed to establish a proper common denominator before multiplication.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"1\,\frac{21}{25}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 1\,\frac{21}{25}",ADD INT 1 FRAC 21 25,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ ADD INT 1 FRAC 21 25,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{5}{1} [SEP] The problem is 3 10/12 x 19/13. The student response is 5/1. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for multiplication. [SEP]",pf-b,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{5}{1}",The problem is 3 10/12 x 19/13. The student response is 5/1. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for multiplication.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,\frac{5}{1},"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{5}{1}",FRAC 5 1,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ FRAC 5 1,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 72\,\frac{5}{6} [SEP] The problem is 3 10/12 x 19/13. The student response is 72 5/6. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 72\,\frac{5}{6}",The problem is 3 10/12 x 19/13. The student response is 72 5/6. Numerator issue: operated on numerators in isolation from denominators.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"72\,\frac{5}{6}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 72\,\frac{5}{6}",ADD INT 72 FRAC 5 6,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ ADD INT 72 FRAC 5 6,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{5}{1} [SEP] The problem is 3 10/12 x 19/13. The student response is 5/1. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{5}{1}",The problem is 3 10/12 x 19/13. The student response is 5/1. Other numerator-only handling that breaks the fraction-computation procedure.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,\frac{5}{1},"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{5}{1}",FRAC 5 1,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ FRAC 5 1,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{9}{52} [SEP] The problem is 3 10/12 x 19/13. The student response is 9/52. Used denominator product in a context of multiplication where equal denominators are required. [SEP]",pf-e,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{9}{52}",The problem is 3 10/12 x 19/13. The student response is 9/52. Used denominator product in a context of multiplication where equal denominators are required.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,\frac{9}{52},"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, \frac{9}{52}",FRAC 9 52,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ FRAC 9 52,3 10/12 x 19/13
"[CLS] 3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 5\,\frac{8}{13} [SEP] The problem is 3 10/12 x 19/13. The student response is 5 8/13. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 5\,\frac{8}{13}",The problem is 3 10/12 x 19/13. The student response is 5 8/13. Arithmetic slip: local integer/computation error likely occurred.,MUL ADD INT 3 FRAC 10 12 FRAC 19 13,"5\,\frac{8}{13}","3\,\frac{10}{12} \, \times \, \frac{19}{13} \,=\, 5\,\frac{8}{13}",ADD INT 5 FRAC 8 13,MUL ADD INT 3 FRAC 10 12 FRAC 19 13 EQ ADD INT 5 FRAC 8 13,3 10/12 x 19/13
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 2\,\frac{31}{36} [SEP] The problem is 2/17 + 5 6/19. The student response is 2 31/36. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition. [SEP]",conv-a,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 2\,\frac{31}{36}","The problem is 2/17 + 5 6/19. The student response is 2 31/36. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition.",ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"2\,\frac{31}{36}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 2\,\frac{31}{36}",ADD INT 2 FRAC 31 36,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 2 FRAC 31 36,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{202}{323} [SEP] The problem is 2/17 + 5 6/19. The student response is 202/323. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly. [SEP]",conv-b,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{202}{323}",The problem is 2/17 + 5 6/19. The student response is 202/323. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,\frac{202}{323},"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{202}{323}",FRAC 202 323,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ FRAC 202 323,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 6\,\frac{1}{17} [SEP] The problem is 2/17 + 5 6/19. The student response is 6 1/17. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition. [SEP]",conv-c,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 6\,\frac{1}{17}","The problem is 2/17 + 5 6/19. The student response is 6 1/17. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition.",ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"6\,\frac{1}{17}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 6\,\frac{1}{17}",ADD INT 6 FRAC 1 17,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 6 FRAC 1 17,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -2\,\frac{3}{4} [SEP] The problem is 2/17 + 5 6/19. The student response is -2 3/4. Conversion behavior present but not matching common patterns; representation changed before carrying out addition. [SEP]",conv-d,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -2\,\frac{3}{4}",The problem is 2/17 + 5 6/19. The student response is -2 3/4. Conversion behavior present but not matching common patterns; representation changed before carrying out addition.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"-2\,\frac{3}{4}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -2\,\frac{3}{4}",SUB INT 0 ADD INT 2 FRAC 3 4,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ SUB INT 0 ADD INT 2 FRAC 3 4,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -5\,\frac{140}{323} [SEP] The problem is 2/17 + 5 6/19. The student response is -5 140/323. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -5\,\frac{140}{323}",The problem is 2/17 + 5 6/19. The student response is -5 140/323. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"-5\,\frac{140}{323}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -5\,\frac{140}{323}",SUB INT 0 ADD INT 5 FRAC 140 323,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ SUB INT 0 ADD INT 5 FRAC 140 323,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{323}{1755} [SEP] The problem is 2/17 + 5 6/19. The student response is 323/1755. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{323}{1755}",The problem is 2/17 + 5 6/19. The student response is 323/1755. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,\frac{323}{1755},"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{323}{1755}",FRAC 323 1755,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ FRAC 323 1755,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{11}{18} [SEP] The problem is 2/17 + 5 6/19. The student response is 5 11/18. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition. [SEP]",po-c,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{11}{18}",The problem is 2/17 + 5 6/19. The student response is 5 11/18. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"5\,\frac{11}{18}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{11}{18}",ADD INT 5 FRAC 11 18,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 5 FRAC 11 18,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -51\,\frac{1}{2} [SEP] The problem is 2/17 + 5 6/19. The student response is -51 1/2. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -51\,\frac{1}{2}",The problem is 2/17 + 5 6/19. The student response is -51 1/2. Other property-of-operation handling that does not follow the standard algorithm.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"-51\,\frac{1}{2}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -51\,\frac{1}{2}",SUB INT 0 ADD INT 51 FRAC 1 2,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ SUB INT 0 ADD INT 51 FRAC 1 2,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{1}{18} [SEP] The problem is 2/17 + 5 6/19. The student response is 1/18. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition. [SEP]",pf-a,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{1}{18}",The problem is 2/17 + 5 6/19. The student response is 1/18. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,\frac{1}{18},"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, \frac{1}{18}",FRAC 1 18,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ FRAC 1 18,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{8}{19} [SEP] The problem is 2/17 + 5 6/19. The student response is 5 8/19. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition. [SEP]",pf-b,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{8}{19}",The problem is 2/17 + 5 6/19. The student response is 5 8/19. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"5\,\frac{8}{19}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{8}{19}",ADD INT 5 FRAC 8 19,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 5 FRAC 8 19,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 11\,\frac{15}{17} [SEP] The problem is 2/17 + 5 6/19. The student response is 11 15/17. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 11\,\frac{15}{17}",The problem is 2/17 + 5 6/19. The student response is 11 15/17. Numerator issue: operated on numerators in isolation from denominators.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"11\,\frac{15}{17}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 11\,\frac{15}{17}",ADD INT 11 FRAC 15 17,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 11 FRAC 15 17,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{8}{19} [SEP] The problem is 2/17 + 5 6/19. The student response is 5 8/19. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{8}{19}",The problem is 2/17 + 5 6/19. The student response is 5 8/19. Other numerator-only handling that breaks the fraction-computation procedure.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"5\,\frac{8}{19}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{8}{19}",ADD INT 5 FRAC 8 19,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 5 FRAC 8 19,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -\frac{99}{323} [SEP] The problem is 2/17 + 5 6/19. The student response is -99/323. Used denominator product in a context of addition where equal denominators are required. [SEP]",pf-e,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -\frac{99}{323}",The problem is 2/17 + 5 6/19. The student response is -99/323. Used denominator product in a context of addition where equal denominators are required.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,-\frac{99}{323},"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, -\frac{99}{323}",FRAC -99 323,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ FRAC -99 323,2/17 + 5 6/19
"[CLS] \frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{141}{323} [SEP] The problem is 2/17 + 5 6/19. The student response is 5 141/323. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{141}{323}",The problem is 2/17 + 5 6/19. The student response is 5 141/323. Arithmetic slip: local integer/computation error likely occurred.,ADD FRAC 2 17 ADD INT 5 FRAC 6 19,"5\,\frac{141}{323}","\frac{2}{17} \, + \, 5\,\frac{6}{19} \,=\, 5\,\frac{141}{323}",ADD INT 5 FRAC 141 323,ADD FRAC 2 17 ADD INT 5 FRAC 6 19 EQ ADD INT 5 FRAC 141 323,2/17 + 5 6/19
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 3\,\frac{11}{27} [SEP] The problem is 19/10 - 4 5/17. The student response is 3 11/27. Likely a conversion issue: bundling whole and fractional parts, then operating across them during subtraction. [SEP]",conv-a,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 3\,\frac{11}{27}","The problem is 19/10 - 4 5/17. The student response is 3 11/27. Likely a conversion issue: bundling whole and fractional parts, then operating across them during subtraction.",SUB FRAC 19 10 ADD INT 4 FRAC 5 17,"3\,\frac{11}{27}","\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 3\,\frac{11}{27}",ADD INT 3 FRAC 11 27,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ ADD INT 3 FRAC 11 27,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 1\,\frac{2}{17} [SEP] The problem is 19/10 - 4 5/17. The student response is 1 2/17. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing subtraction correctly. [SEP]",conv-b,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 1\,\frac{2}{17}",The problem is 19/10 - 4 5/17. The student response is 1 2/17. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing subtraction correctly.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,"1\,\frac{2}{17}","\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 1\,\frac{2}{17}",ADD INT 1 FRAC 2 17,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ ADD INT 1 FRAC 2 17,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 9\,\frac{1}{5} [SEP] The problem is 19/10 - 4 5/17. The student response is 9 1/5. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for subtraction. [SEP]",conv-c,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 9\,\frac{1}{5}","The problem is 19/10 - 4 5/17. The student response is 9 1/5. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for subtraction.",SUB FRAC 19 10 ADD INT 4 FRAC 5 17,"9\,\frac{1}{5}","\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 9\,\frac{1}{5}",ADD INT 9 FRAC 1 5,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ ADD INT 9 FRAC 1 5,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -\frac{2}{1} [SEP] The problem is 19/10 - 4 5/17. The student response is -2/1. Conversion behavior present but not matching common patterns; representation changed before carrying out subtraction. [SEP]",conv-d,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -\frac{2}{1}",The problem is 19/10 - 4 5/17. The student response is -2/1. Conversion behavior present but not matching common patterns; representation changed before carrying out subtraction.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,-\frac{2}{1},"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -\frac{2}{1}",FRAC -2 1,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ FRAC -2 1,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 2\,\frac{67}{170} [SEP] The problem is 19/10 - 4 5/17. The student response is 2 67/170. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 2\,\frac{67}{170}",The problem is 19/10 - 4 5/17. The student response is 2 67/170. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,"2\,\frac{67}{170}","\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 2\,\frac{67}{170}",ADD INT 2 FRAC 67 170,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ ADD INT 2 FRAC 67 170,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -\frac{170}{407} [SEP] The problem is 19/10 - 4 5/17. The student response is -170/407. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -\frac{170}{407}",The problem is 19/10 - 4 5/17. The student response is -170/407. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,-\frac{170}{407},"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -\frac{170}{407}",FRAC -170 407,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ FRAC -170 407,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 51\,\frac{10}{27} [SEP] The problem is 19/10 - 4 5/17. The student response is 51 10/27. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for subtraction. [SEP]",po-c,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 51\,\frac{10}{27}",The problem is 19/10 - 4 5/17. The student response is 51 10/27. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for subtraction.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,"51\,\frac{10}{27}","\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, 51\,\frac{10}{27}",ADD INT 51 FRAC 10 27,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ ADD INT 51 FRAC 10 27,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -13\,\frac{1}{7} [SEP] The problem is 19/10 - 4 5/17. The student response is -13 1/7. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -13\,\frac{1}{7}",The problem is 19/10 - 4 5/17. The student response is -13 1/7. Other property-of-operation handling that does not follow the standard algorithm.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,"-13\,\frac{1}{7}","\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, -13\,\frac{1}{7}",SUB INT 0 ADD INT 13 FRAC 1 7,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ SUB INT 0 ADD INT 13 FRAC 1 7,19/10 - 4 5/17
"[CLS] \frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, \frac{19}{27} [SEP] The problem is 19/10 - 4 5/17. The student response is 19/27. Denominator issue: operated across denominators or failed to establish a proper common denominator before subtraction. [SEP]",pf-a,"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, \frac{19}{27}",The problem is 19/10 - 4 5/17. The student response is 19/27. Denominator issue: operated across denominators or failed to establish a proper common denominator before subtraction.,SUB FRAC 19 10 ADD INT 4 FRAC 5 17,\frac{19}{27},"\frac{19}{10} \, - \, 4\,\frac{5}{17} \,=\, \frac{19}{27}",FRAC 19 27,SUB FRAC 19 10 ADD INT 4 FRAC 5 17 EQ FRAC 19 27,19/10 - 4 5/17
