problem_latex,context_text,problem_opt,input_text,label,problem_raw,student_answer,facet_mech,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 0/1.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{0}{1} [SEP] The problem is 4 1/4 x 17/18. The student response is 0/1. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",conv-d,4 1/4 x 17/18,0/1,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,\frac{0}{1},"4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{0}{1}",FRAC 0 1,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ FRAC 0 1
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is -4 1/72.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, -4\,\frac{1}{72} [SEP] The problem is 4 1/4 x 17/18. The student response is -4 1/72. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",po-a,4 1/4 x 17/18,-4 1/72,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"-4\,\frac{1}{72}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, -4\,\frac{1}{72}",-MIX 4 FRAC 1 72,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ -MIX 4 FRAC 1 72
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 72/289.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{72}{289} [SEP] The problem is 4 1/4 x 17/18. The student response is 72/289. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",po-b,4 1/4 x 17/18,72/289,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{72}{289},"4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{72}{289}",FRAC 72 289,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ FRAC 72 289
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 13 3/22.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 13\,\frac{3}{22} [SEP] The problem is 4 1/4 x 17/18. The student response is 13 3/22. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",po-c,4 1/4 x 17/18,13 3/22,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"13\,\frac{3}{22}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 13\,\frac{3}{22}",MIX 13 FRAC 3 22,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ MIX 13 FRAC 3 22
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is -2 3/7.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, -2\,\frac{3}{7} [SEP] The problem is 4 1/4 x 17/18. The student response is -2 3/7. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",po-d,4 1/4 x 17/18,-2 3/7,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-2\,\frac{3}{7}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, -2\,\frac{3}{7}",-MIX 2 FRAC 3 7,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ -MIX 2 FRAC 3 7
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 17/22.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{17}{22} [SEP] The problem is 4 1/4 x 17/18. The student response is 17/22. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",pf-a,4 1/4 x 17/18,17/22,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{17}{22},"4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{17}{22}",FRAC 17 22,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ FRAC 17 22
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 1 8/9.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 1\,\frac{8}{9} [SEP] The problem is 4 1/4 x 17/18. The student response is 1 8/9. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",pf-b,4 1/4 x 17/18,1 8/9,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"1\,\frac{8}{9}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 1\,\frac{8}{9}",MIX 1 FRAC 8 9,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ MIX 1 FRAC 8 9
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 72 1/4.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 72\,\frac{1}{4} [SEP] The problem is 4 1/4 x 17/18. The student response is 72 1/4. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",pf-c,4 1/4 x 17/18,72 1/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"72\,\frac{1}{4}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 72\,\frac{1}{4}",MIX 72 FRAC 1 4,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ MIX 72 FRAC 1 4
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 1 8/9.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 1\,\frac{8}{9} [SEP] The problem is 4 1/4 x 17/18. The student response is 1 8/9. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",pf-d,4 1/4 x 17/18,1 8/9,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"1\,\frac{8}{9}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 1\,\frac{8}{9}",MIX 1 FRAC 8 9,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ MIX 1 FRAC 8 9
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 0/1.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{0}{1} [SEP] The problem is 4 1/4 x 17/18. The student response is 0/1. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",pf-e,4 1/4 x 17/18,0/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{0}{1},"4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, \frac{0}{1}",FRAC 0 1,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ FRAC 0 1
"4\,\frac{1}{4} \, \times \, \frac{17}{18}",The problem is 4 1/4 x 17/18. The student response is 4 1/36.,MUL MIX 4 FRAC 1 4 FRAC 17 18,"[CLS] 4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 4\,\frac{1}{36} [SEP] The problem is 4 1/4 x 17/18. The student response is 4 1/36. [SEP] MUL MIX 4 FRAC 1 4 FRAC 17 18 [SEP]",a,4 1/4 x 17/18,4 1/36,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,"4\,\frac{1}{36}","4\,\frac{1}{4} \, \times \, \frac{17}{18} \,=\, 4\,\frac{1}{36}",MIX 4 FRAC 1 36,MUL MIX 4 FRAC 1 4 FRAC 17 18 EQ MIX 4 FRAC 1 36
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 1 16/23.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 1\,\frac{16}{23} [SEP] The problem is 5 3/4 + 16/19. The student response is 1 16/23. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",conv-a,5 3/4 + 16/19,1 16/23,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{16}{23}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 1\,\frac{16}{23}",MIX 1 FRAC 16 23,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ MIX 1 FRAC 16 23
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 4 16/19.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 4\,\frac{16}{19} [SEP] The problem is 5 3/4 + 16/19. The student response is 4 16/19. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",conv-b,5 3/4 + 16/19,4 16/19,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,"4\,\frac{16}{19}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 4\,\frac{16}{19}",MIX 4 FRAC 16 19,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ MIX 4 FRAC 16 19
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 9 3/4.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 9\,\frac{3}{4} [SEP] The problem is 5 3/4 + 16/19. The student response is 9 3/4. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",conv-c,5 3/4 + 16/19,9 3/4,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"9\,\frac{3}{4}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 9\,\frac{3}{4}",MIX 9 FRAC 3 4,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ MIX 9 FRAC 3 4
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 7/23.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{7}{23} [SEP] The problem is 5 3/4 + 16/19. The student response is 7/23. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",conv-d,5 3/4 + 16/19,7/23,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,\frac{7}{23},"5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{7}{23}",FRAC 7 23,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ FRAC 7 23
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is -6 45/76.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, -6\,\frac{45}{76} [SEP] The problem is 5 3/4 + 16/19. The student response is -6 45/76. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",po-a,5 3/4 + 16/19,-6 45/76,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"-6\,\frac{45}{76}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, -6\,\frac{45}{76}",-MIX 6 FRAC 45 76,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ -MIX 6 FRAC 45 76
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 76/501.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{76}{501} [SEP] The problem is 5 3/4 + 16/19. The student response is 76/501. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",po-b,5 3/4 + 16/19,76/501,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{76}{501},"5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{76}{501}",FRAC 76 501,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ FRAC 76 501
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 16/1.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{16}{1} [SEP] The problem is 5 3/4 + 16/19. The student response is 16/1. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",po-c,5 3/4 + 16/19,16/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,\frac{16}{1},"5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{16}{1}",FRAC 16 1,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ FRAC 16 1
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is -2 3/5.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, -2\,\frac{3}{5} [SEP] The problem is 5 3/4 + 16/19. The student response is -2 3/5. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",po-d,5 3/4 + 16/19,-2 3/5,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-2\,\frac{3}{5}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, -2\,\frac{3}{5}",-MIX 2 FRAC 3 5,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ -MIX 2 FRAC 3 5
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 1/1.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{1}{1} [SEP] The problem is 5 3/4 + 16/19. The student response is 1/1. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",pf-a,5 3/4 + 16/19,1/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{1}{1},"5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{1}{1}",FRAC 1 1,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ FRAC 1 1
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 2 1/19.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 2\,\frac{1}{19} [SEP] The problem is 5 3/4 + 16/19. The student response is 2 1/19. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",pf-b,5 3/4 + 16/19,2 1/19,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"2\,\frac{1}{19}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 2\,\frac{1}{19}",MIX 2 FRAC 1 19,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ MIX 2 FRAC 1 19
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 92/1.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{92}{1} [SEP] The problem is 5 3/4 + 16/19. The student response is 92/1. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",pf-c,5 3/4 + 16/19,92/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{92}{1},"5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{92}{1}",FRAC 92 1,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ FRAC 92 1
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 2 1/19.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 2\,\frac{1}{19} [SEP] The problem is 5 3/4 + 16/19. The student response is 2 1/19. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",pf-d,5 3/4 + 16/19,2 1/19,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"2\,\frac{1}{19}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 2\,\frac{1}{19}",MIX 2 FRAC 1 19,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ MIX 2 FRAC 1 19
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 7/76.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{7}{76} [SEP] The problem is 5 3/4 + 16/19. The student response is 7/76. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",pf-e,5 3/4 + 16/19,7/76,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{7}{76},"5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, \frac{7}{76}",FRAC 7 76,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ FRAC 7 76
"5\,\frac{3}{4} \, + \, \frac{16}{19}",The problem is 5 3/4 + 16/19. The student response is 6 23/38.,ADD MIX 5 FRAC 3 4 FRAC 16 19,"[CLS] 5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 6\,\frac{23}{38} [SEP] The problem is 5 3/4 + 16/19. The student response is 6 23/38. [SEP] ADD MIX 5 FRAC 3 4 FRAC 16 19 [SEP]",a,5 3/4 + 16/19,6 23/38,[OFAM] Arithmetic [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] integer calculation slip  [MECH] Local integer slip.,"6\,\frac{23}{38}","5\,\frac{3}{4} \, + \, \frac{16}{19} \,=\, 6\,\frac{23}{38}",MIX 6 FRAC 23 38,ADD MIX 5 FRAC 3 4 FRAC 16 19 EQ MIX 6 FRAC 23 38
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 4/15.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{15} [SEP] The problem is 3/8 ÷ 1/7. The student response is 4/15. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",conv-a,3/8 ÷ 1/7,4/15,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,\frac{4}{15},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{15}",FRAC 4 15,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 4 15
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 3/56.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{3}{56} [SEP] The problem is 3/8 ÷ 1/7. The student response is 3/56. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",conv-b,3/8 ÷ 1/7,3/56,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{3}{56},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{3}{56}",FRAC 3 56,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 3 56
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 1/2.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{2} [SEP] The problem is 3/8 ÷ 1/7. The student response is 1/2. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",conv-c,3/8 ÷ 1/7,1/2,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,\frac{1}{2},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{2}",FRAC 1 2,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 1 2
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 2/15.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{2}{15} [SEP] The problem is 3/8 ÷ 1/7. The student response is 2/15. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",conv-d,3/8 ÷ 1/7,2/15,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,\frac{2}{15},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{2}{15}",FRAC 2 15,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 2 15
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is -2 5/8.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, -2\,\frac{5}{8} [SEP] The problem is 3/8 ÷ 1/7. The student response is -2 5/8. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",po-a,3/8 ÷ 1/7,-2 5/8,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"-2\,\frac{5}{8}","\frac{3}{8} \, \div \, \frac{1}{7} \,=\, -2\,\frac{5}{8}",-MIX 2 FRAC 5 8,DIV FRAC 3 8 FRAC 1 7 EQ -MIX 2 FRAC 5 8
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 8/21.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{8}{21} [SEP] The problem is 3/8 ÷ 1/7. The student response is 8/21. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",po-b,3/8 ÷ 1/7,8/21,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{8}{21},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{8}{21}",FRAC 8 21,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 8 21
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 1/5.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{5} [SEP] The problem is 3/8 ÷ 1/7. The student response is 1/5. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",po-c,3/8 ÷ 1/7,1/5,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,\frac{1}{5},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{1}{5}",FRAC 1 5,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 1 5
"\frac{3}{8} \, \div \, \frac{1}{7}",The problem is 3/8 ÷ 1/7. The student response is 4/1.,DIV FRAC 3 8 FRAC 1 7,"[CLS] \frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{1} [SEP] The problem is 3/8 ÷ 1/7. The student response is 4/1. [SEP] DIV FRAC 3 8 FRAC 1 7 [SEP]",po-d,3/8 ÷ 1/7,4/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,\frac{4}{1},"\frac{3}{8} \, \div \, \frac{1}{7} \,=\, \frac{4}{1}",FRAC 4 1,DIV FRAC 3 8 FRAC 1 7 EQ FRAC 4 1
